word,len,pattern
bunt,4,ABCD
Bunyan,6,ABCDEC
buoy,4,ABCD
buoyancy,8,ABCDEFGD
buoyant,7,ABCDEFG
Burbank,7,ABCADEF
burbled,7,ABCADEF
Burch,5,ABCDE
burden,6,ABCDEF
burdened,8,ABCDEFED
burdensome,10,ABCDEFGHIE
bureau,6,ABCDEB
bureaucracy,11,ABCDEBFCEFG
bureaucrat,10,ABCDEBFCEG
bureaucratic,12,ABCDEBFCEGHF
bureaucratization,17,ABCDEBFCEGHIEGHJK
burg,4,ABCD
burgeon,7,ABCDEFG
burger,6,ABCDEC
burgess,7,ABCDEFF
burgher,7,ABCDEFC
burglar,7,ABCDEFC
burglarize,10,ABCDEFCGHI
burglarproof,12,ABCDEFCGCHHI
burglary,8,ABCDEFCG
Burgundian,10,ABCDBEFGHE
Burgundy,8,ABCDBEFG
burial,6,ABCDEF
buried,6,ABCDEF
burl,4,ABCD
burlap,6,ABCDEF
burlesque,9,ABCDEFGBE
burley,6,ABCDEF
Burlingame,10,ABCDEFGHIJ
burly,5,ABCDE
Burma,5,ABCDE
Burmese,7,ABCDEFE
burn,4,ABCD
Burne,5,ABCDE
burned,6,ABCDEF
Burnett,7,ABCDEFF
burning,7,ABCDEDF
burnish,7,ABCDEFG
Burnside,8,ABCDEFGH
burnt,5,ABCDE
burp,4,ABCD
burr,4,ABCC
burro,5,ABCCD
Burroughs,9,ABCCDBEFG
burrow,6,ABCCDE
bursa,5,ABCDE
bursitis,8,ABCDEFED
burst,5,ABCDE
Burt,4,ABCD
Burton,6,ABCDEF
Burundi,7,ABCBDEF
bury,4,ABCD
bus,3,ABC
busboy,6,ABCADE
Busch,5,ABCDE
bush,4,ABCD
bushel,6,ABCDEF
busheled,8,ABCDEFEG
busheling,9,ABCDEFGHI
bushmaster,10,ABCDEFCGHI
Bushnell,8,ABCDEFGG
bushwhack,9,ABCDEDFGH
bushy,5,ABCDE
busily,6,ABCDEF
business,8,ABCDEFCC
businesslike,12,ABCDEFCCGDHF
businessman,11,ABCDEFCCGHE
businessmen,11,ABCDEFCCGFE
buss,4,ABCC
bust,4,ABCD
bustard,7,ABCDEFG
bustle,6,ABCDEF
bustling,8,ABCDEFGH
busy,4,ABCD
busyness,8,ABCDEFCC
but,3,ABC
butane,6,ABCDEF
butch,5,ABCDE
butcher,7,ABCDEFG
butchery,8,ABCDEFGH
butene,6,ABCDED
butler,6,ABCDEF
butt,4,ABCC
butte,5,ABCCD
butted,6,ABCCDE
butter,6,ABCCDE
butterball,10,ABCCDEAFGG
buttercup,9,ABCCDEFBG
buttered,8,ABCCDEDF
butterfat,9,ABCCDEFGC
Butterfield,11,ABCCDEFGDHI
butterfly,9,ABCCDEFGH
buttermilk,10,ABCCDEFGHI
butternut,9,ABCCDEFBC
buttery,7,ABCCDEF
butting,7,ABCCDEF
buttock,7,ABCCDEF
button,6,ABCCDE
buttoned,8,ABCCDEFG
buttonhole,10,ABCCDEFDGH
buttonweed,10,ABCCDEFGGH
buttress,8,ABCCDEFF
butyl,5,ABCDE
butyrate,8,ABCDEFCG
buxom,5,ABCDE
buy,3,ABC
buyer,5,ABCDE
buzz,4,ABCC
buzzard,7,ABCCDEF
buzzword,8,ABCCDEFG
buzzy,5,ABCCD
by,2,AB
bye,3,ABC
bygone,6,ABCDEF
bylaw,5,ABCDE
byline,6,ABCDEF
bypass,6,ABCDEE
bypath,6,ABCDEF
byproduct,9,ABCDEFGHI
Byrne,5,ABCDE
byroad,6,ABCDEF
Byron,5,ABCDE
Byronic,7,ABCDEFG
Byronism,8,ABCDEFGH
bystander,9,ABCDEFGHI
byte,4,ABCD
byway,5,ABCDB
byword,6,ABCDEF
Byzantine,9,ABCDEFGEH
Byzantium,9,ABCDEFGHI
cab,3,ABC
cabal,5,ABCBD
cabana,6,ABCBDB
cabaret,7,ABCBDEF
cabbage,7,ABCCBDE
cabdriver,9,ABCDEFGHE
cabin,5,ABCDE
cabinet,7,ABCDEFG
cabinetmaker,12,ABCDEFGHBIFJ
cabinetry,9,ABCDEFGHI
cable,5,ABCDE
cacao,5,ABABC
cacciatore,10,ABAACBDEFG
cache,5,ABACD
cackle,6,ABACDE
cackly,6,ABACDE
CACM,4,ABAC
cacophonist,11,ABACDECFGHI
cacophony,9,ABACDECFG
cacti,5,ABACD
cactus,6,ABACDE
cad,3,ABC
cadaver,7,ABCBDEF
cadaverous,10,ABCBDEFGHI
caddy,5,ABCCD
cadence,7,ABCDEAD
cadent,6,ABCDEF
cadenza,7,ABCDEFB
cadet,5,ABCDE
cadge,5,ABCDE
Cadillac,8,ABCDEEBA
cadmium,7,ABCDEFD
cadre,5,ABCDE
Caesar,6,ABCDBE
cafe,4,ABCD
cafeteria,9,ABCDEDFGB
cage,4,ABCD
cagey,5,ABCDE
cahoot,6,ABCDDE
Cain,4,ABCD
Caine,5,ABCDE
cairn,5,ABCDE
Cairo,5,ABCDE
cajole,6,ABCDEF
cake,4,ABCD
Cal,3,ABC
calamitous,10,ABCBDEFGHI
calamity,8,ABCBDEFG
calcareous,10,ABCABDEFGH
calcify,7,ABCADEF
calcite,7,ABCADEF
calcium,7,ABCADEF
CalComp,7,ABCADEF
calculability,13,ABCADCBEFCFGH
calculable,10,ABCADCBECF
calculate,9,ABCADCBEF
calculated,10,ABCADCBEFG
calculating,11,ABCADCBEFGH
calculator,10,ABCADCBEFG
calculi,7,ABCADCE
calculus,8,ABCADCDE
Calcutta,8,ABCADEEB
Calder,6,ABCDEF
calendar,8,ABCDEFBG
calf,4,ABCD
calfskin,8,ABCDEFGH
Calgary,7,ABCDBEF
caliber,7,ABCDEFG
calibrate,9,ABCDEFBGH
calibrator,10,ABCDEFBGHF
calico,6,ABCDAE
Calif,5,ABCDE
California,10,ABCDEFGHDB
Californian,11,ABCDEFGHDBH
californium,11,ABCDEFGHDIJ
Caligula,8,ABCDEFCB
caliper,7,ABCDEFG
caliph,6,ABCDEF
caliphate,9,ABCDEFBGH
caliphs,7,ABCDEFG
calisthenic,11,ABCDEFGHIDA
call,4,ABCC
callable,8,ABCCBDCE
called,6,ABCCDE
caller,6,ABCCDE
calligraph,10,ABCCDEFBGH
calligraphy,11,ABCCDEFBGHI
calliope,8,ABCCDEFG
Callisto,8,ABCCDEFG
callous,7,ABCCDEF
callow,6,ABCCDE
calls,5,ABCCD
calm,4,ABCD
calming,7,ABCDEFG
caloric,7,ABCDEFA
calorie,7,ABCDEFG
calorimeter,11,ABCDEFGHIHE
calorimetric,12,ABCDEFGHIEFA
calorimetry,11,ABCDEFGHIEJ
Caltech,7,ABCDEAF
Calumet,7,ABCDEFG
calumniate,10,ABCDEFGBHI
calumny,7,ABCDEFG
calvary,7,ABCDBEF
calve,5,ABCDE
calves,6,ABCDEF
Calvinist,9,ABCDEFEGH
calypso,7,ABCDEFG
cam,3,ABC
camaraderie,11,ABCBDBEFDGF
camber,6,ABCDEF
Cambodia,8,ABCDEFGB
Cambridge,9,ABCDEFGHI
came,4,ABCD
camel,5,ABCDE
camellias,9,ABCDEEFBG
Camelot,7,ABCDEFG
cameo,5,ABCDE
camera,6,ABCDEB
cameraman,9,ABCDEBCBF
cameramen,9,ABCDEBCDF
Camille,7,ABCDEEF
Camino,6,ABCDEF
camouflage,10,ABCDEFGBHI
camp,4,ABCD
campaign,8,ABCDBEFG
Campbellsport,13,ABCDEFGGHDIJK
campesinos,10,ABCDEFGHIF
campfire,8,ABCDEFGH
campground,10,ABCDEFGHIJ
campsite,8,ABCDEFGH
campus,6,ABCDEF
can,3,ABC
can't,5,ABCDE
Canada,6,ABCBDB
Canadian,8,ABCBDEBC
canal,5,ABCBD
canaled,7,ABCBDEF
canaling,8,ABCBDECF
canalled,8,ABCBDDEF
canalling,9,ABCBDDECF
canary,6,ABCBDE
Canaveral,9,ABCBDEFBG
Canberra,8,ABCDEFFB
cancel,6,ABCADE
cancelate,9,ABCADEBFD
cancelation,11,ABCADEBFGHC
canceled,8,ABCADEDF
canceler,8,ABCADEDF
canceling,9,ABCADEFCG
cancellate,10,ABCADEEBFD
cancellation,12,ABCADEEBFGHC
cancelled,9,ABCADEEDF
canceller,9,ABCADEEDF
cancelling,10,ABCADEEFCG
cancer,6,ABCADE
cancerous,9,ABCADEFGH
candid,6,ABCDED
candidacy,9,ABCDEDBAF
candidate,9,ABCDEDBFG
Candide,7,ABCDEDF
candidly,8,ABCDEDFG
candle,6,ABCDEF
candlelight,11,ABCDEFEGHIJ
candlestick,11,ABCDEFGHIAJ
Candlewick,10,ABCDEFGHAI
candor,6,ABCDEF
candy,5,ABCDE
cane,4,ABCD
canine,6,ABCDCE
Canis,5,ABCDE
canister,8,ABCDEFGH
canker,6,ABCDEF
cannabis,8,ABCCBDEF
canned,6,ABCCDE
canner,6,ABCCDE
cannery,7,ABCCDEF
cannibal,8,ABCCDEBF
cannibalistic,13,ABCCDEBFDGHDA
cannibalize,11,ABCCDEBFDGH
canning,7,ABCCDCE
cannister,9,ABCCDEFGH
cannon,6,ABCCDC
cannonball,10,ABCCDCEBFF
cannot,6,ABCCDE
canny,5,ABCCD
canoe,5,ABCDE
Canoga,6,ABCDEB
canon,5,ABCDC
canonic,7,ABCDCEA
canonical,9,ABCDCEABF
canonicalization,16,ABCDCEABFEGBHEDC
canonicalize,12,ABCDCEABFEGH
canonist,8,ABCDCEFG
canonized,9,ABCDCEFGH
canopy,6,ABCDEF
cant,4,ABCD
cantaloupe,10,ABCDBEFGHI
cantankerous,12,ABCDBCEFGHIJ
canted,6,ABCDEF
canteen,7,ABCDEEC
canter,6,ABCDEF
Canterbury,10,ABCDEFGHFI
canticle,8,ABCDEAFG
cantilever,10,ABCDEFGHGI
canto,5,ABCDE
canton,6,ABCDEC
Cantonese,9,ABCDECFGF
cantor,6,ABCDEF
Canute,6,ABCDEF
canvas,6,ABCDBE
canvasback,10,ABCDBEFBAG
canvass,7,ABCDBEE
canyon,6,ABCDEC
cap,3,ABC
capability,10,ABCBDEFEGH
capable,7,ABCBDEF
capably,7,ABCBDEF
capacious,9,ABCBADEFG
capacitance,11,ABCBADEBFAG
capacitate,10,ABCBADEBEF
capacitive,10,ABCBADEDFG
capacitor,9,ABCBADEFG
capacity,8,ABCBADEF
cape,4,ABCD
caper,5,ABCDE
Capet,5,ABCDE
Capetown,8,ABCDEFGH
capillary,9,ABCDEEBFG
Capistrano,10,ABCDEFGBHI
capita,6,ABCDEB
capital,7,ABCDEBF
capitalism,10,ABCDEBFDGH
capitalist,10,ABCDEBFDGE
capitalistic,12,ABCDEBFDGEDA
capitalization,14,ABCDEBFDGBEDHI
capitalize,10,ABCDEBFDGH
capitalized,11,ABCDEBFDGHI
capitalizes,11,ABCDEBFDGHI
Capitan,7,ABCDEBF
capitol,7,ABCDEFG
capitulate,10,ABCDEFGBEH
capped,6,ABCCDE
capping,7,ABCCDEF
Cappy,5,ABCCD
caprice,7,ABCDEAF
capricious,10,ABCDEAEFGH
Capricorn,9,ABCDEAFDG
capsize,7,ABCDEFG
capstan,7,ABCDEBF
capstone,8,ABCDEFGH
capsule,7,ABCDEFG
Capt,4,ABCD
captain,7,ABCDBEF
captaincy,9,ABCDBEFAG
caption,7,ABCDEFG
captious,8,ABCDEFGH
captivate,9,ABCDEFBDG
captive,7,ABCDEFG
captivity,9,ABCDEFEDG
captor,6,ABCDEF
capture,7,ABCDEFG
captured,8,ABCDEFGH
captures,8,ABCDEFGH
car,3,ABC
Caracas,7,ABCBABD
caramel,7,ABCBDEF
caravan,7,ABCBDBE
caraway,7,ABCBDBE
carbide,7,ABCDEFG
carbine,7,ABCDEFG
carbohydrate,12,ABCDEFGHCBIJ
carbolic,8,ABCDEFGA
carbon,6,ABCDEF
carbonaceous,12,ABCDEFBAGEHI
carbonate,9,ABCDEFBGH
Carbondale,10,ABCDEFGBHI
Carbones,8,ABCDEFGH
carbonic,8,ABCDEFGA
carbonization,13,ABCDEFGHBIGEF
carbonize,9,ABCDEFGHI
carbonizer,10,ABCDEFGHIC
carbonizes,10,ABCDEFGHIJ
carbonyl,8,ABCDEFGH
carborundum,11,ABCDECFGHFI
carboy,6,ABCDEF
carbuncle,9,ABCDEFAGH
carcass,7,ABCABDD
carcinogen,10,ABCADEFGHE
carcinogenic,12,ABCADEFGHEDA
carcinoma,9,ABCADEFGB
card,4,ABCD
cardboard,9,ABCDEFBCD
cardiac,7,ABCDEBA
cardinal,8,ABCDEFBG
cardinality,11,ABCDEFBGEHI
cardiology,10,ABCDEFGFHI
cardiomegaly,12,ABCDEFGHIBJK
cardiovascular,14,ABCDEFGBHAIJBC
care,4,ABCD
careen,6,ABCDDE
career,6,ABCDDC
careerism,9,ABCDDCEFG
carefree,8,ABCDECDD
careful,7,ABCDEFG
careless,8,ABCDEDFF
caress,6,ABCDEE
caressing,9,ABCDEEFGH
caressive,9,ABCDEEFGD
caret,5,ABCDE
caretaker,9,ABCDEBFDC
careworn,8,ABCDEFCG
cargo,5,ABCDE
cargoes,7,ABCDEFG
Caribbean,9,ABCDEEFBG
caribou,7,ABCDEFG
caricature,10,ABCDABEFCG
caricaturist,12,ABCDABEFCDGE
caring,6,ABCDEF
Carl,4,ABCD
Carla,5,ABCDB
Carleton,8,ABCDEFGH
Carletonian,11,ABCDEFGHIBH
carload,7,ABCDEBF
Carlsbad,8,ABCDEFBG
Carlson,7,ABCDEFG
Carlton,7,ABCDEFG
Carlyle,7,ABCDEDF
Carmichael,10,ABCDEAFBGH
carmine,7,ABCDEFG
carnage,7,ABCDBEF
carnal,6,ABCDBE
carnality,9,ABCDBEFGH
carnation,9,ABCDBEFGD
Carnegie,8,ABCDEFGE
carnival,8,ABCDEFBG
carnivorous,11,ABCDEFGCGHI
carob,5,ABCDE
carol,5,ABCDE
Carolina,8,ABCDEFGB
Caroline,8,ABCDEFGH
Carolinian,10,ABCDEFGFBG
Carolyn,7,ABCDEFG
carouse,7,ABCDEFG
carp,4,ABCD
carpenter,9,ABCDEFGEC
carpentry,9,ABCDEFGCH
carpet,6,ABCDEF
carping,7,ABCDEFG
carport,7,ABCDECF
carrageen,9,ABCCBDEEF
carrel,6,ABCCDE
carriage,8,ABCCDBEF
Carrie,6,ABCCDE
carrion,7,ABCCDEF
carrot,6,ABCCDE
carry,5,ABCCD
carryover,9,ABCCDEFGC
Carson,6,ABCDEF
cart,4,ABCD
carte,5,ABCDE
cartels,7,ABCDEFG
Cartesian,9,ABCDEFGBH
Carthage,8,ABCDEBFG
cartilage,9,ABCDEFBGH
cartographer,12,ABCDEFCBGHIC
cartographic,12,ABCDEFCBGHIA
cartography,11,ABCDEFCBGHI
carton,6,ABCDEF
cartoon,7,ABCDEEF
cartoonist,10,ABCDEEFGHD
cartridge,9,ABCDCEFGH
cartwheel,9,ABCDEFGGH
Carty,5,ABCDE
Caruso,6,ABCDEF
carve,5,ABCDE
carven,6,ABCDEF
casbah,6,ABCDBE
cascade,7,ABCABDE
case,4,ABCD
casebook,8,ABCDEFFG
casein,6,ABCDEF
casement,8,ABCDEDFG
casework,8,ABCDEFGH
Casey,5,ABCDE
cash,4,ABCD
cashew,6,ABCDEF
cashier,7,ABCDEFG
cashmere,8,ABCDEFGF
casino,6,ABCDEF
cask,4,ABCD
casket,6,ABCDEF
Cassandra,9,ABCCBDEFB
casserole,9,ABCCDEFGD
cassette,8,ABCCDEED
Cassiopeia,10,ABCCDEFGDB
Cassite,7,ABCCDEF
Cassius,7,ABCCDEC
cassock,7,ABCCDAE
cast,4,ABCD
castanet,8,ABCDBEFD
caste,5,ABCDE
castigate,9,ABCDEFBDG
castle,6,ABCDEF
castor,6,ABCDEF
Castro,6,ABCDEF
casts,5,ABCDC
casual,6,ABCDBE
casualty,8,ABCDBEFG
cat,3,ABC
cataclysmic,11,ABCBADEFGHA
Catalina,8,ABCBDEFB
catalog,7,ABCBDEF
catalysis,9,ABCBDEFGF
catalyst,8,ABCBDEFC
catalytic,9,ABCBDECFA
catalytically,13,ABCBDECFABDDE
catapult,8,ABCBDEFC
cataract,8,ABCBDBAC
catastrophe,11,ABCBDCEFGHI
catastrophic,12,ABCBDCEFGHIA
catastrophically,16,ABCBDCEFGHIABJJK
catatonia,9,ABCBCDEFB
Catawba,7,ABCBDEB
catbird,7,ABCDEFG
catch,5,ABCAD
catchable,9,ABCADBEFG
catchword,9,ABCADEFGH
catchy,6,ABCADE
catechism,9,ABCDAEFGH
catecholamine,13,ABCDAEFGBHIJD
categoric,9,ABCDEFGHA
categorical,11,ABCDEFGHABI
categorization,14,ABCDEFGHIBCHFJ
categorize,10,ABCDEFGHID
categorized,11,ABCDEFGHIDJ
category,8,ABCDEFGH
catenate,8,ABCDEBCD
cater,5,ABCDE
caterpillar,11,ABCDEFGHHBE
catfish,7,ABCDEFG
catharsis,9,ABCDBEFGF
cathedral,9,ABCDEFGBH
Catherine,9,ABCDEFGHE
catheter,8,ABCDECEF
cathode,7,ABCDEFG
cathodic,8,ABCDEFGA
catholic,8,ABCDEFGA
catholicism,11,ABCDEFGAGHI
Cathy,5,ABCDE
catlike,7,ABCDEFG
catnip,6,ABCDEF
Catskill,8,ABCDEFGG
catsup,6,ABCDEF
cattail,7,ABCCBDE
cattle,6,ABCCDE
cattleman,9,ABCCDEFBG
cattlemen,9,ABCCDEFEG
catty,5,ABCCD
Caucasian,9,ABCABDEBF
Caucasus,8,ABCABDCD
Cauchy,6,ABCADE
caucus,6,ABCACD
caught,6,ABCDEF
cauliflower,11,ABCDEFDGHIJ
caulk,5,ABCDE
causal,6,ABCDBE
causality,9,ABCDBEFGH
causate,7,ABCDBEF
causation,9,ABCDBEFGH
causative,9,ABCDBEFGH
cause,5,ABCDE
caused,6,ABCDEF
causeway,8,ABCDEFBG
caustic,7,ABCDEFA
cauterize,9,ABCDEFGHE
caution,7,ABCDEFG
cautionary,10,ABCDEFGBHI
cautious,8,ABCDEFCG
cavalcade,9,ABCBDABEF
cavalier,8,ABCBDEFG
cavalry,7,ABCBDEF
cavalrymen,10,ABCBDEFGHI
cave,4,ABCD
caveat,6,ABCDBE
caveman,7,ABCDEBF
cavemen,7,ABCDEDF
Cavendish,9,ABCDEFGHI
cavern,6,ABCDEF
cavernous,9,ABCDEFGHI
caviar,6,ABCDBE
cavil,5,ABCDE
caviler,7,ABCDEFG
caviller,8,ABCDEEFG
cavity,6,ABCDEF
cavort,6,ABCDEF
caw,3,ABC
cayenne,7,ABCDEED
CDC,3,ABA
CDC's,5,ABACD
cease,5,ABCDB
ceaseless,9,ABCDBEBDD
ceasing,7,ABCDEFG
Cecil,5,ABACD
Cecilia,7,ABACDCE
cedar,5,ABCDE
cede,4,ABCB
cedilla,7,ABCDEEF
ceiling,7,ABCDCEF
Celanese,8,ABCDEBFB
celebrant,9,ABCBDEFGH
celebrate,9,ABCBDEFGB
celebrated,10,ABCBDEFGBH
celebratory,11,ABCBDEFGHEI
celebrity,9,ABCBDEFGH
celerity,8,ABCBDEFG
celery,6,ABCBDE
celesta,7,ABCBDEF
celestial,9,ABCBDEFGC
celibate,8,ABCDEFGB
cell,4,ABCC
cellar,6,ABCCDE
cellist,7,ABCCDEF
cellophane,10,ABCCDEFGHB
cellular,8,ABCCDCEF
cellulose,9,ABCCDCEFB
Celsius,7,ABCDEFD
Celtic,6,ABCDEA
cement,6,ABCBDE
cemetery,8,ABCBDBEF
Cenozoic,8,ABCDEDFA
censor,6,ABCDEF
censorial,9,ABCDEFGHI
censorship,10,ABCDEFDGHI
censure,7,ABCDEFB
census,6,ABCDED
cent,4,ABCD
centaur,7,ABCDEFG
centenary,9,ABCDBCEFG
centennial,10,ABCDBCCEFG
center,6,ABCDBE
centerline,10,ABCDBEFGCB
centerpiece,11,ABCDBEFGBAB
centigrade,10,ABCDEFGHIB
centimeter,10,ABCDEFBDBG
centipede,9,ABCDEFBGB
central,7,ABCDEFG
Centralia,9,ABCDEFGHF
centrality,10,ABCDEFGHDI
centralization,14,ABCDEFGHIFDHJC
centralize,10,ABCDEFGHIB
centralizes,11,ABCDEFGHIBJ
centrifugal,11,ABCDEFGHIJK
centrifugate,12,ABCDEFGHIJDB
centrifuge,10,ABCDEFGHIB
centripetal,11,ABCDEFGBDHI
centrist,8,ABCDEFGD
centroid,8,ABCDEFGH
century,7,ABCDEFG
CEO,3,ABC
ceramic,7,ABCDEFA
cerate,6,ABCDEB
Cerberus,8,ABCDBCEF
cereal,6,ABCBDE
cerebellum,10,ABCBDBEEFG
cerebral,8,ABCBDCEF
cerebrate,9,ABCBDCEFB
ceremonial,10,ABCBDEFGHI
ceremonious,11,ABCBDEFGEHI
ceremony,8,ABCBDEFG
cerise,6,ABCDEB
cerium,6,ABCDEF
certain,7,ABCDEFG
certainty,9,ABCDEFGDH
certifiable,11,ABCDEFEGHIB
certificate,11,ABCDEFEAGDB
certified,9,ABCDEFEBG
certify,7,ABCDEFG
certiorari,10,ABCDEFCGCE
certitude,9,ABCDEDFGB
cerulean,8,ABCDEBFG
Cervantes,9,ABCDEFGBH
cervical,8,ABCDEAFG
cesium,6,ABCDEF
cessation,9,ABCCDEFGH
cession,7,ABCCDEF
Cessna,6,ABCCDE
cetera,6,ABCBDE
Cetus,5,ABCDE
Ceylon,6,ABCDEF
Cezanne,7,ABCDEEB
Chablis,7,ABCDEFG
Chad,4,ABCD
chafe,5,ABCDE
chaff,5,ABCDD
chaffer,7,ABCDDEF
Chaffey,7,ABCDDEF
chagrin,7,ABCDEFG
chain,5,ABCDE
chainlike,9,ABCDEFDGH
chair,5,ABCDE
chairlady,9,ABCDEFCGH
chairman,8,ABCDEFCG
chairmanship,12,ABCDEFCGHBDI
chairmen,8,ABCDEFGH
chairperson,11,ABCDEFGEHIJ
chairwoman,10,ABCDEFGHCI
chairwomen,10,ABCDEFGHIJ
chaise,6,ABCDEF
chalice,7,ABCDEAF
chalk,5,ABCDE
chalkline,9,ABCDEDFGH
chalky,6,ABCDEF
challenge,9,ABCDDEFGE
challenged,10,ABCDDEFGEH
challenging,11,ABCDDEFGHFG
Chalmers,8,ABCDEFGH
chamber,7,ABCDEFG
chamberlain,11,ABCDEFGHCIJ
chambermaid,11,ABCDEFGDCHI
chamfer,7,ABCDEFG
chamois,7,ABCDEFG
champ,5,ABCDE
champagne,9,ABCDECFGH
champaign,9,ABCDECFGH
champion,8,ABCDEFGH
championship,12,ABCDEFGHIBFE
Champlain,9,ABCDEFCGH
chance,6,ABCDAE
chancellor,10,ABCDAEFFGH
Chancellorsville,16,ABCDAEFFGHIJKFFE
chancery,8,ABCDAEFG
chancy,6,ABCDAE
chandelier,10,ABCDEFGHFI
Chang,5,ABCDE
change,6,ABCDEF
changeability,13,ABCDEFCGHIHJK
changeable,10,ABCDEFCGHF
changeably,10,ABCDEFCGHI
changed,7,ABCDEFG
changeover,10,ABCDEFGHFI
changing,8,ABCDEFDE
channel,7,ABCDDEF
channeled,9,ABCDDEFEG
channeler,9,ABCDDEFEG
channeling,10,ABCDDEFGDH
channelled,10,ABCDDEFFEG
channeller,10,ABCDDEFFEG
channelling,11,ABCDDEFFGDH
Channing,8,ABCDDEDF
chant,5,ABCDE
chantey,7,ABCDEFG
chanticleer,11,ABCDEFAGHHI
Chantilly,9,ABCDEFGGH
chantry,7,ABCDEFG
chaos,5,ABCDE
chaotic,7,ABCDEFA
chap,4,ABCD
chaparral,9,ABCDCEECF
chapel,6,ABCDEF
chaperon,8,ABCDEFGH
chaperone,9,ABCDEFGHE
chaplain,8,ABCDECFG
Chaplin,7,ABCDEFG
Chapman,7,ABCDECF
chapping,8,ABCDDEFG
chapter,7,ABCDEFG
char,4,ABCD
character,9,ABCDCAEFD
characteristic,14,ABCDCAEFDGHEGA
characteristically,18,ABCDCAEFDGHEGACIIJ
characterizable,15,ABCDCAEFDGHCIJF
characterization,16,ABCDCAEFDGHCEGIJ
characterize,12,ABCDCAEFDGHF
characterized,13,ABCDCAEFDGHFI
charcoal,8,ABCDAECF
charge,6,ABCDEF
chargeable,10,ABCDEFCGHF
charged,7,ABCDEFG
charges,7,ABCDEFG
chariot,7,ABCDEFG
charisma,8,ABCDEFGC
charismatic,11,ABCDEFGCHEA
charitable,10,ABCDEFCGHI
charitably,10,ABCDEFCGHI
charity,7,ABCDEFG
charlatans,10,ABCDECFCGH
Charles,7,ABCDEFG
Charleston,10,ABCDEFGHIJ
Charley,7,ABCDEFG
Charlie,7,ABCDEFG
Charlotte,9,ABCDEFGGH
Charlottesville,15,ABCDEFGGHIJKEEH
charm,5,ABCDE
charming,8,ABCDEFGH
charred,7,ABCDDEF
chart,5,ABCDE
chartable,9,ABCDECFGH
charted,7,ABCDEFG
charter,7,ABCDEFD
chartering,10,ABCDEFDGHI
chartist,8,ABCDEFGE
chartreuse,10,ABCDEDFGHF
chartroom,9,ABCDEDFFG
charwomen,9,ABCDEFGHI
Charybdis,9,ABCDEFGHI
chase,5,ABCDE
chasm,5,ABCDE
chassis,7,ABCDDED
chaste,6,ABCDEF
chastise,8,ABCDEFDG
chastisement,12,ABCDEFDGHGIE
chastity,8,ABCDEFEG
chat,4,ABCD
chateau,7,ABCDECF
chateaux,8,ABCDECFG
Chattahoochee,13,ABCDDCBEEABFF
Chattanooga,11,ABCDDCEFFGC
chatted,7,ABCDDEF
chattel,7,ABCDDEF
chatter,7,ABCDDEF
chatting,8,ABCDDEFG
chatty,6,ABCDDE
Chaucer,7,ABCDAEF
chauffeur,9,ABCDEEFDG
Chautauqua,10,ABCDECDFDC
chauvinism,10,ABCDEFGFHI
chauvinist,10,ABCDEFGFHI
chauvinistic,12,ABCDEFGFHIFA
chaw,4,ABCD
cheap,5,ABCDE
cheapen,7,ABCDECF
cheat,5,ABCDE
check,5,ABCAD
checkable,9,ABCADEFGC
checkbook,9,ABCADEFFD
checked,7,ABCADCE
checker,7,ABCADCE
checkerboard,12,ABCADCEFGHEI
checklist,9,ABCADEFGH
checkout,8,ABCADEFG
checkpoint,10,ABCADEFGHI
checksum,8,ABCADEFG
checksummed,11,ABCADEFGGCH
checksumming,12,ABCADEFGGHIJ
checkup,7,ABCADEF
cheek,5,ABCCD
cheekbone,9,ABCCDEFGC
cheeky,6,ABCCDE
cheer,5,ABCCD
cheerful,8,ABCCDEFG
cheerily,8,ABCCDEFG
cheerleader,11,ABCCDECFGCD
cheerless,9,ABCCDECFF
cheery,6,ABCCDE
cheese,6,ABCCDC
cheesecloth,11,ABCCDCAEFGB
cheesy,6,ABCCDE
cheetah,7,ABCCDEB
chef,4,ABCD
Chekhov,7,ABCDBEF
chelate,7,ABCDEFC
chemic,6,ABCDEA
chemical,8,ABCDEAFG
chemise,7,ABCDEFC
chemist,7,ABCDEFG
chemistry,9,ABCDEFGHI
chemotherapy,12,ABCDEFBCGHIJ
Chen,4,ABCD
Cheng,5,ABCDE
cherish,7,ABCDEFB
Cherokee,8,ABCDEFCC
cherry,6,ABCDDE
cherub,6,ABCDEF
cherubim,8,ABCDEFGH
Chesapeake,10,ABCDEFCEGC
Cheshire,8,ABCDBEFC
chess,5,ABCDD
chest,5,ABCDE
Chesterfield,12,ABCDECFGHCIJ
Chesterton,10,ABCDECFEGH
chestnut,8,ABCDEFGE
chevalier,9,ABCDEFGCH
Chevrolet,9,ABCDEFGCH
chevron,7,ABCDEFG
Chevy,5,ABCDE
chew,4,ABCD
Cheyenne,8,ABCDCEEC
chianti,7,ABCDEFC
chic,4,ABCA
Chicago,7,ABCADEF
Chicagoan,9,ABCADEFDG
Chicana,7,ABCADED
chicanery,9,ABCADEFGH
Chicano,7,ABCADEF
chick,5,ABCAD
chickadee,9,ABCADEFGG
Chickasaws,10,ABCADEFEGF
chicken,7,ABCADEF
chicory,7,ABCADEF
chide,5,ABCDE
chief,5,ABCDE
chiefdom,8,ABCDEFGH
chieftain,9,ABCDEFGCH
chiffon,7,ABCDDEF
